202309290000,0,0,0,0,0,0,0,0
202309290001,0,0,0,0,0,0,0,0
202309290002,0,0,0,0,0,0,0,0
202309290003,0,0,0,0,0,0,0,0
202309290004,0,0,0,0,0,0,0,0
202309290005,0,0,0,0,0,0,0,0
202309290006,0,0,0,0,0,0,0,0
202309290007,0,0,0,0,0,0,0,0
202309290008,0,0,0,0,0,0,0,0
202309290009,0,0,0,0,0,0,0,0
202309290010,0,0,0,0,0,0,0,0
202309290011,0,0,0,0,0,0,0,0
202309290012,0,0,0,0,0,0,0,0
202309290013,0,0,0,0,0,0,0,0
202309290014,0,0,0,0,0,0,0,0
202309290015,0,0,0,0,0,0,0,0
202309290016,0,0,0,0,0,0,0,0
202309290017,0,0,0,0,0,0,0,0
202309290018,0,0,0,0,0,0,0,0
202309290019,0,0,0,0,0,0,0,0
202309290020,0,0,0,0,0,0,0,0
202309290021,0,0,0,0,0,0,0,0
202309290022,0,0,0,0,0,0,0,0
202309290023,0,0,0,0,0,0,0,0
202309290024,0,0,0,0,0,0,0,0
202309290025,0,0,0,0,0,0,0,0
202309290026,0,0,0,0,0,0,0,0
202309290027,0,0,0,0,0,0,0,0
202309290028,0,0,0,0,0,0,0,0
202309290029,0,0,0,0,0,0,0,0
202309290030,0,0,0,0,0,0,0,0
202309290031,0,0,0,0,0,0,0,0
202309290032,0,0,0,0,0,0,0,0
202309290033,0,0,0,0,0,0,0,0
202309290034,0,0,0,0,0,0,0,0
202309290035,0,0,0,0,0,0,0,0
202309290036,0,0,0,0,0,0,0,0
202309290037,0,0,0,0,0,0,0,0
202309290038,0,0,0,0,0,0,0,0
202309290039,0,0,0,0,0,0,0,0
202309290040,0,0,0,0,0,0,0,0
202309290041,0,0,0,0,0,0,0,0
202309290042,0,0,0,0,0,0,0,0
202309290043,0,0,0,0,0,0,0,0
202309290044,0,0,0,0,0,0,0,0
202309290045,0,0,0,0,0,0,0,0
202309290046,0,0,0,0,0,0,0,0
202309290047,0,0,0,0,0,0,0,0
202309290048,0,0,0,0,0,0,0,0
202309290049,0,0,0,0,0,0,0,0
202309290050,0,0,0,0,0,0,0,0
202309290051,0,0,0,0,0,0,0,0
202309290052,0,0,0,0,0,0,0,0
202309290053,0,0,0,0,0,0,0,0
202309290054,0,0,0,0,0,0,0,0
202309290055,0,0,0,0,0,0,0,0
202309290056,0,0,0,0,0,0,0,0
